year,round,pick,team,player,overall_rank,pos,dob,bt,school_committed,school,conference,slot_value,expected_signing,signing_bonus,pool_impact,pool_round,diff_from_slot,hs,classification,juco,signed,player_age,rank_minus_pick,code_round,code_age,code_dist
2023,19,556,Oakland Athletics,Derek Salata,867,P,1999-12-13,R-R,,Illinois State,MVC,0,,,0,No,,False,4YR 5S,No,No,23.586301369863012,311,F,M,R
2023,19,557,Pittsburgh Pirates,Tyler Kennedy,868,P,2002-06-07,R-R,,Florida SouthWestern State College,,0,,172500,22500,No,0.3269230769230769,False,JC J2,Yes,Yes,21.101369863013698,311,F,K,R
2023,19,558,Cincinnati Reds,Herick Hernandez,869,P,2003-08-11,L-L,,Miami Dade College,,0,,,0,No,,False,JC J2,Yes,No,19.923287671232877,311,F,I,R
2023,19,559,Kansas City Royals,Donovan LaSalle,870,OF,2004-12-16,R-R,,Barbe HS,,0,,,0,No,,True,HS SR,No,No,18.572602739726026,311,F,H,R
2023,19,560,Detroit Tigers,Blake Pivaroff,871,P,2001-06-01,L-R,,Arizona State,Pac-12,0,,,0,No,,False,4YR JR,No,No,22.117808219178084,311,F,L,R
2023,19,561,Texas Rangers,Elijah Ickes,872,OF,2005-02-11,R-R,,Kamehameha HS,,0,,,0,No,,True,HS SR,No,No,18.416438356164385,311,F,H,R
2023,19,562,Colorado Rockies,Kannon Handy,873,P,2000-06-01,L-L,,Colorado Mesa U,,0,,100000,0,No,,False,4YR SR,No,Yes,23.117808219178084,311,F,M,R
2023,19,563,Miami Marlins,Johnny Olmstead,874,3B,2000-07-10,R-R,,USC,Pac-12,0,,25000,0,No,,False,4YR 5S,No,Yes,23.01095890410959,311,F,M,R
2023,19,564,Los Angeles Angels,Raudi Rodriguez,875,OF,2003-07-07,R-R,,Georgia Premier Academy,,0,,100000,0,No,,True,HS SR,No,Yes,20.019178082191782,311,F,J,R
2023,19,565,Arizona Diamondbacks,Wyatt Crenshaw,876,2B,2000-04-21,L-R,,Arizona St U,,0,,5000,0,No,,False,4YR 5S,No,Yes,23.23013698630137,311,F,M,R
2023,19,566,Chicago Cubs,Nick Dean,551,P,2000-12-26,R-R,,Maryland,Big Ten,0,,75000,0,No,,False,4YR SR,No,Yes,22.54794520547945,-15,F,L,P
2023,19,567,Minnesota Twins,Sam Parker,877,1B,2004-10-13,L-L,,Kennesaw Mountain HS,,0,,,0,No,,True,HS SR,No,No,18.747945205479454,310,F,H,R
2023,19,568,Boston Red Sox,Stanley Tucker,878,OF,2002-04-22,R-R,,Texas A&M,SEC,0,,150000,0,No,,False,4YR JR,No,Yes,21.22739726027397,310,F,K,R
2023,19,569,Chicago White Sox,Caden Connor,582,OF,2000-08-02,L-L,,Cal State Fullerton,Big West,0,,100000,0,No,,False,4YR SR,No,Yes,22.947945205479453,13,F,L,Q
2023,19,570,San Francisco Giants,Tom Kane,879,P,2001-10-31,L-L,,Maryland,Big Ten,0,,75000,0,No,,False,4YR JR,No,Yes,21.7013698630137,309,F,K,R
2023,19,571,Baltimore Orioles,Kollin Ritchie,635,SS,2004-09-27,L-R,,Atoka HS,,0,,,0,No,,True,HS SR,No,No,18.791780821917808,64,F,H,R
2023,19,572,Milwaukee Brewers,Isaac Morton,880,P,2004-09-14,R-R,,Spring Lake Park HS,,0,,,0,No,,True,HS SR,No,No,18.827397260273973,308,F,H,R
2023,19,573,Tampa Bay Rays,Owen Stevenson,881,P,2002-09-01,R-R,,Arizona State,Pac-12,0,,197500,47500,No,0.5192307692307693,False,4YR JR,No,Yes,20.865753424657534,308,F,J,R
2023,19,574,Toronto Blue Jays,Aaron Munson,882,P,2002-03-15,L-R,,Angelo St U,,0,,100000,0,No,,False,4YR JR,No,Yes,21.33150684931507,308,F,K,R
2023,19,575,St. Louis Cardinals,Graysen Tarlow,883,C,2001-07-07,R-R,,Cal State Northridge,Big West,0,,125000,0,No,,False,4YR JR,No,Yes,22.019178082191782,308,F,L,R
2023,19,576,New York Mets,Christian Little,174,P,2003-07-05,R-R,,LSU,SEC,0,,,0,No,,False,4YR JR,No,No,20.024657534246575,-402,F,J,O
2023,19,577,Seattle Mariners,Charlie Pagliarini,884,3B,2000-12-12,L-R,,Fairfield,MAAC,0,,,0,No,,False,4YR SR,No,No,22.586301369863012,307,F,L,R
2023,19,578,Cleveland Guardians,Josh Harlow,885,P,2001-04-18,R-R,,Mercer U,,0,,100000,0,No,,False,4YR SR,No,Yes,22.23835616438356,307,F,L,R
2023,19,579,Atlanta Braves,Riley Frey,436,P,2002-04-19,L-L,,Milwaukee,,0,,,0,No,,False,4YR JR,No,No,21.235616438356164,-143,F,K,O
2023,19,580,Los Angeles Dodgers,Spencer Green,652,P,2004-10-28,R-R,Oregon State,Richland HS,,0,,150000,0,No,,True,HS SR,No,Yes,18.706849315068492,72,F,H,R
2023,19,581,San Diego Padres,Adler Cecil,654,P,2005-05-01,L-L,Uncommitted,Temecula Valley HS,,0,,175000,25000,No,0.34615384615384615,True,HS SR,No,Yes,18.2,73,F,H,R
2023,19,582,New York Yankees,Cade Austin,886,P,2001-09-28,R-R,,South Carolina,SEC,0,,150000,0,No,,False,4YR JR,No,Yes,21.791780821917808,304,F,K,R
2023,19,583,Philadelphia Phillies,Casey Steward,887,P,2001-08-02,R-R,,Washburn University,,0,,150000,0,No,,False,4YR SR,No,Yes,21.947945205479453,304,F,K,R
2023,19,584,Houston Astros,Andrew Duncan,211,OF,2005-01-03,R-R,Florida State,A3 Academy,,0,,,0,No,,True,HS SR,No,No,18.523287671232875,-373,F,H,O
2023,20,585,Washington Nationals,Isaac Ayon,678,P,2002-06-14,R-R,,Oregon,Pac-12,0,,,0,No,,False,4YR JR,No,No,21.08219178082192,93,F,K,R
2023,20,586,Oakland Athletics,Diego Barrera,888,P,2000-05-05,L-L,,Loyola Marymount University,,0,,,0,No,,False,4YR GR,No,No,23.19178082191781,302,F,M,R
2023,20,587,Pittsburgh Pirates,Peyton Stumbo,889,P,2002-06-28,R-R,,Nevada,MWC,0,,150000,0,No,,False,4YR JR,No,Yes,21.043835616438358,302,F,K,R
2023,20,588,Cincinnati Reds,Gabe Gaeckle,168,P,2004-09-28,R-R,Arkansas,Aptos HS,,0,,,0,No,,True,HS SR,No,No,18.78904109589041,-420,F,H,O
2023,20,589,Kansas City Royals,Blake Wilson,890,SS,2004-09-16,R-R,,Santa Margarita Catholic HS,,0,,,0,No,,True,HS SR,No,No,18.82191780821918,301,F,H,R
2023,20,590,Detroit Tigers,Johnathan Rogers,376,P,2004-09-05,R-R,LA-Lafayette,Tupelo HS,,0,,150000,0,No,,True,HS SR,No,Yes,18.852054794520548,-214,F,H,O
2023,20,591,Texas Rangers,Laif Palmer,202,P,2005-04-13,R-R,Oregon State,Golden HS,,0,,,0,No,,True,HS SR,No,No,18.24931506849315,-389,F,H,O
2023,20,592,Colorado Rockies,Troy Butler,891,P,2003-03-22,R-R,,Herkimer County CC,,0,,100000,0,No,,False,JC J2,Yes,Yes,20.312328767123287,299,F,J,R
2023,20,593,Miami Marlins,Ryan Ignoffo,892,TWP,2000-07-21,R-R,,Eastern Illinois,OVC,0,,75000,0,No,,False,4YR 5S,No,Yes,22.980821917808218,299,F,L,R
2023,20,594,Los Angeles Angels,Mac McCroskey,893,SS,1999-12-31,R-R,,Oral Roberts,Summit,0,,,0,No,,False,4YR 5S,No,No,23.53698630136986,299,F,M,R
2023,20,595,Arizona Diamondbacks,Dominic Voegele,894,P,2005-02-19,R-R,,Columbia HS,,0,,,0,No,,True,HS SR,No,No,18.394520547945206,299,F,H,R
2023,20,596,Chicago Cubs,Drew Bowser,305,3B,2001-10-02,R-R,,Stanford,Pac-12,0,,150000,0,No,,False,4YR JR,No,Yes,21.78082191780822,-291,F,K,O
2023,20,597,Minnesota Twins,Ashton Larson,266,OF,2005-02-13,L-L,LSU,Saint Thomas Aquinas HS,,0,,,0,No,,True,HS SR,No,No,18.410958904109588,-331,F,H,O
2023,20,598,Boston Red Sox,Robert Orloski,625,P,2004-10-06,R-R,Texas San Antonio,Middleton HS,,0,,,0,No,,True,HS SR,No,No,18.767123287671232,27,F,H,Q
2023,20,599,Chicago White Sox,Garrett Wright,621,P,2002-02-11,R-R,,TCU,Big 12,0,,,0,No,,False,4YR JR,No,No,21.41917808219178,22,F,K,Q
2023,20,600,San Francisco Giants,Nadir Lewis,895,OF,2000-11-22,L-L,,Princeton,Ivy,0,,50000,0,No,,False,4YR SR,No,Yes,22.64109589041096,295,F,L,R
2023,20,601,Baltimore Orioles,Jalen Vasquez,896,SS,2002-01-18,L-R,,North Greenville University,,0,,30000,0,No,,False,4YR JR,No,Yes,21.484931506849314,295,F,K,R
2023,20,602,Milwaukee Brewers,Justin Chambers,897,P,2005-08-14,L-L,,Basha HS,,0,,547500,397500,No,3.2115384615384617,True,HS SR,No,Yes,17.912328767123288,295,F,G,R
2023,20,603,Tampa Bay Rays,Max Stanley,410,P,2004-11-20,L-R,Brigham Young,Douglas County HS,,0,,,0,No,,True,HS SR,No,No,18.643835616438356,-193,F,H,O
2023,20,604,Toronto Blue Jays,Kai Peterson,898,P,2002-08-14,L-L,,Sierra JC,,0,,150000,0,No,,False,JC J3,Yes,Yes,20.915068493150685,294,F,J,R
2023,20,605,St. Louis Cardinals,Cameron Johnson,42,P,2005-01-11,L-L,LSU,IMG Academy,,0,,,0,No,,True,HS SR,No,No,18.5013698630137,-563,F,H,O
2023,20,606,New York Mets,Kellum Clark,399,OF,2001-04-21,L-R,,Mississippi State,SEC,0,,150000,0,No,,False,4YR JR,No,Yes,22.23013698630137,-207,F,L,O
2023,20,607,Seattle Mariners,William Watson,899,P,2002-11-07,R-R,,San Joaquin Delta College,,0,,,0,No,,False,JC J2,Yes,No,20.682191780821917,292,F,J,R
2023,20,608,Cleveland Guardians,Ryan Marohn,535,P,2005-03-08,L-L,North Carolina State,Freedom HS,,0,,,0,No,,True,HS SR,No,No,18.34794520547945,-73,F,H,O
2023,20,609,Atlanta Braves,Will King,900,C,2003-09-02,R-R,,Eastern Kentucky U,,0,,,0,No,,False,4YR JR,No,No,19.863013698630137,291,F,I,R
2023,20,610,Los Angeles Dodgers,DJ Uiagalelei,901,P,2001-04-17,R-R,,Oregon St U,,0,,,0,No,,False,4YR GR,No,No,22.24109589041096,291,F,L,R
2023,20,611,San Diego Padres,BY Choi,902,SS,2002-04-30,L-R,,New Mexico Military Institute,,0,,,0,No,,False,JC J2,Yes,No,21.205479452054796,291,F,K,R
2023,20,612,New York Yankees,Bryce Warrecker,388,P,2001-09-13,L-R,,Cal Poly,Big West,0,,150000,0,No,,False,4YR JR,No,Yes,21.832876712328765,-224,F,K,O
2023,20,613,Philadelphia Phillies,Pierce Bennett,417,2B,2001-06-28,R-R,,Wake Forest,ACC,0,,100000,0,No,,False,4YR SR,No,Yes,22.043835616438358,-196,F,L,O
2023,20,614,Houston Astros,Pascanel Ferreras,637,SS,2001-11-25,R-R,,Western Carolina,SoCon,0,,150000,0,No,,False,4YR JR,No,Yes,21.632876712328766,23,F,K,Q
2024,1,1,Cleveland Guardians,Travis Bazzana,2,2B,2002-08-28,L-R,,Oregon St.,Pac-12,10570600,9324737.601015573,8950000,8950000,Yes,-0.15331201634722721,False,4YR JR,No,Yes,21.893150684931506,1,S,K,Q
2024,1,2,Cincinnati Reds,Chase Burns,6,RHP,2003-01-16,R-R,,Wake Forest,ACC,9785000,8631729.27042338,9250000,9250000,Yes,-0.054675523760858456,False,4YR JR,No,Yes,21.506849315068493,4,S,K,Q
2024,1,3,Colorado Rockies,Charlie Condon,1,OF,2003-04-14,R-R,,Georgia,SEC,9070800,9249484.163182821,9250000,9250000,Yes,0.01975569960753186,False,4YR JR,No,Yes,21.265753424657536,-2,S,K,P
2024,1,4,Oakland Athletics,Nick Kurtz,8,1B,2003-03-12,L-L,,Wake Forest,ACC,8370800,7384208.418687792,7000000,7000000,Yes,-0.16375973622592824,False,4YR JR,No,Yes,21.356164383561644,4,S,K,Q
2024,1,5,Chicago White Sox,Hagen Smith,4,LHP,2003-08-19,L-L,,Arkansas,SEC,7763700,7291564.861223292,8000000,8000000,Yes,0.030436518670221673,False,4YR JR,No,Yes,20.91780821917808,-1,S,J,P
2024,1,6,Kansas City Royals,Jac Caglianone,3,1B,2003-02-09,L-L,,Florida,SEC,7213800,7328918.568964753,7497500,7497500,Yes,0.03932740026061161,False,4YR JR,No,Yes,21.44109589041096,-3,T,K,P
2024,1,7,St. Louis Cardinals,JJ Wetherholt,5,SS,2002-09-10,L-R,,West Virginia,Big 12,6823700,6932593.312684686,6900000,6900000,Yes,0.011181617011298856,False,4YR JR,No,Yes,21.85753424657534,-2,T,K,P
2024,1,8,Los Angeles Angels,Christian Moore,24,2B,2002-10-21,R-R,,Tennessee,SEC,6502800,5862983.65854425,4997500,4997500,Yes,-0.23148489881281908,False,4YR JR,No,Yes,21.745205479452054,16,T,K,Q
2024,1,9,Pittsburgh Pirates,Konnor Griffin,9,OF,2006-04-24,R-R,LSU,,,6216600,6188148.603259499,6532025,6532025,Yes,0.05073915001769456,True,HS SR,No,Yes,18.235616438356164,0,T,H,P
2024,1,10,Washington Nationals,Seaver King,13,SS,2003-04-25,R-R,,Wake Forest,ACC,5953800,5368000.26238555,5150000,5150000,Yes,-0.1350062145184588,False,4YR JR,No,Yes,21.235616438356164,3,T,K,Q
2024,1,11,Detroit Tigers,Bryce Rainer,10,SS,2005-07-03,L-R,Texas,,,5712100,5436355.426902867,5797500,5797500,Yes,0.014950718649883581,True,HS SR,No,Yes,19.043835616438358,-1,U,I,P
2024,1,12,Boston Red Sox,Braden Montgomery,7,OF,2003-04-26,S-R,,Texas A&M,SEC,5484600,5153012.694781123,5000000,5000000,Yes,-0.08835648907851074,False,4YR JR,No,Yes,21.232876712328768,-5,U,K,P
2024,1,13,San Francisco Giants,James Tibbs,12,1B,2002-10-01,L-L,,Florida St.,ACC,5272300,4953547.903346555,4747500,4747500,Yes,-0.09953910058228857,False,4YR SR,No,Yes,21.8,-1,U,K,P
2024,1,14,Chicago Cubs,Cam Smith,14,3B,2003-02-22,R-R,,Florida St.,ACC,5070700,4764136.212563658,5070700,5070700,Yes,0,False,4YR SO,No,Yes,21.405479452054795,0,U,K,P
2024,1,15,Seattle Mariners,Jurrangelo Cijntje,33,SHP,2003-05-31,S-S,,Mississippi St.,SEC,4880900,4460634.085918156,4880900,4880900,Yes,0,False,4YR SO,No,Yes,21.136986301369863,18,U,K,Q
2024,1,16,Miami Marlins,P.J. Morlando,40,1B,2005-05-16,L-R,South Carolina,,,4704700,4641011.580771646,3400000,3400000,Yes,-0.27731842625459646,True,HS SR,No,Yes,19.175342465753424,24,V,I,Q
2024,1,17,Milwaukee Brewers,Braylon Payne,62,OF,2006-08-14,L-L,Houston,,,4534100,4472721.025437694,3440000,3440000,Yes,-0.2413047793387883,True,HS SR,No,Yes,17.92876712328767,45,V,G,Q
2024,1,18,Tampa Bay Rays,Theodore Gillen,21,SS,2005-09-12,L-R,Texas,,,4372900,3688881.6609410127,4370400,4370400,Yes,-0.0005717029888632258,True,HS SR,No,Yes,18.84931506849315,3,V,H,Q
2024,1,19,New York Mets,Carson Benge,17,OF,2003-01-20,L-R,,Oklahoma St.,Big 12,4219200,4421119.233496157,3997500,3997500,Yes,-0.05254550625711035,False,4YR JR,No,Yes,21.495890410958904,-2,V,K,P
2024,1,20,Toronto Blue Jays,Trey Yesavage,11,RHP,2003-07-28,R-R,,East Carolina,AAC,4073400,4018257.609011249,4175000,4175000,Yes,0.02494230863651986,False,4YR JR,No,Yes,20.97808219178082,-9,V,J,P
2024,1,21,Minnesota Twins,Kaelen Culpepper,28,SS,2002-12-29,R-R,,Kansas St.,Big 12,3934400,3703168.151309902,3934400,3934400,Yes,0,False,4YR JR,No,Yes,21.556164383561644,7,A,K,Q
2024,1,22,Baltimore Orioles,Vance Honeycutt,16,OF,2003-05-17,R-R,,North Carolina,ACC,3802200,3633228.3365496397,4000000,4000000,Yes,0.05202251328178423,False,4YR JR,No,Yes,21.175342465753424,-6,A,K,P
2024,1,23,Los Angeles Dodgers,Kellon Lindsey,36,SS,2005-09-21,R-R,Florida,,,3676400,3513630.926914524,3297500,3297500,Yes,-0.10306277880535307,True,HS SR,No,Yes,18.824657534246576,13,A,H,Q
2024,1,24,Atlanta Braves,Cam Caminiti,15,LHP,2006-08-08,L-L,LSU,,,3556300,3554293.543967115,3553800,3553800,Yes,-0.0007029778140201895,True,HS SR,No,Yes,17.945205479452056,-9,A,G,P
2024,1,25,San Diego Padres,Kash Mayfield,22,LHP,2005-02-08,L-L,Oklahoma St.,,,3442100,3518158.2592293187,3442100,3442100,Yes,0,True,HS SR,No,Yes,19.44109589041096,-3,A,I,P
2024,1,26,New York Yankees,Ben Hess,44,RHP,2002-09-03,R-R,,Alabama,SEC,3332900,3137019.401052453,2747500,2747500,Yes,-0.17564283356836388,False,4YR JR,No,Yes,21.876712328767123,18,A,K,Q
2024,1,27,Philadelphia Phillies,Dante Nori,81,OF,2004-10-07,L-L,Mississippi St.,,,3228300,3172576.6956795314,2497500,2497500,Yes,-0.2263730136604405,True,HS SR,No,Yes,19.78082191780822,54,A,I,R
2024,1,28,Houston Astros,Walker Janek,25,C,2002-09-24,R-R,,Sam Houston,C-USA,3132500,2993290.138404541,3130000,3130000,Yes,-0.0007980845969672786,False,4YR JR,No,Yes,21.81917808219178,-3,A,K,P
2024,1,29,Arizona Diamondbacks,Slade Caldwell,20,OF,2006-06-18,L-L,Ole Miss,,,3045500,3700090.812236357,3087000,3087000,Yes,0.013626662288622558,True,HS SR,No,Yes,18.084931506849315,-9,A,H,P
2024,1,30,Texas Rangers,Malcolm Moore,23,C,2003-07-31,L-R,,Stanford,Pac-12,2971300,2823575.655479245,3000000,3000000,Yes,0.009659071786760004,False,4YR SO,No,Yes,20.96986301369863,-7,A,J,P
2024,1,31,Arizona Diamondbacks,Ryan Waldschmidt,31,OF,2002-10-07,R-R,,Kentucky,SEC,2904000,2774944.792315016,2904000,2904000,Yes,0,False,4YR JR,No,Yes,21.783561643835615,0,A,K,P
2024,1,32,Baltimore Orioles,Griff O'Ferrall,56,SS,2003-02-02,R-R,,Virginia,ACC,2835400,2668758.381512834,2697500,2697500,Yes,-0.04863511321153982,False,4YR JR,No,Yes,21.46027397260274,24,A,K,Q
2024,1,33,Minnesota Twins,Kyle DeBarge,60,SS,2003-07-15,R-R,,Lafayette,Sun Belt,2766100,2603531.2686402802,2400000,2400000,Yes,-0.1323524095296627,False,4YR JR,No,Yes,21.013698630136986,27,A,K,Q
2024,1,34,Milwaukee Brewers,Blake Burke,52,1B,2003-06-11,L-L,,Tennessee,SEC,2698300,2539715.998037695,2100000,2100000,Yes,-0.2217322017566616,False,4YR JR,No,Yes,21.106849315068494,18,A,K,Q
2024,1,35,Arizona Diamondbacks,J.D. Dix,102,SS,2005-10-12,S-R,Wake Forest,,,2632500,2268069.09645459,2150000,2150000,Yes,-0.18328584995251662,True,HS SR,No,Yes,18.767123287671232,67,A,H,R
2024,1,36,Cleveland Guardians,Braylon Doughty,35,RHP,2005-12-07,R-R,Oklahoma St.,,,2569200,3121416.2911829413,2569200,2569200,Yes,0,True,HS SR,No,Yes,18.613698630136987,-1,A,H,P
2024,1,37,Pittsburgh Pirates,Levi Sterling,51,RHP,2006-09-02,R-R,Texas,,,2511400,2194872.1152595542,2508900,2508900,Yes,-0.0009954606992115952,True,HS SR,No,Yes,17.876712328767123,14,A,G,Q
2024,1,38,Colorado Rockies,Brody Brecht,19,RHP,2002-09-27,R-R,,Iowa,Big Ten,2452200,2343223.009543692,2700000,2700000,Yes,0.1010521164668461,False,4YR JR,No,Yes,21.81095890410959,-19,A,K,P
2024,1,39,Washington Nationals,Caleb Lomavita,29,C,2002-11-18,R-R,,California,Pac-12,2395000,2288565.0060586995,2325000,2325000,Yes,-0.029227557411273485,False,4YR JR,No,Yes,21.66849315068493,-10,A,K,P
2024,2,40,Oakland Athletics,Tommy White,27,3B,2003-03-02,R-R,,LSU,SEC,2332100,2495932.043803781,3000000,3000000,Yes,0.28639423695381844,False,4YR JR,No,Yes,21.383561643835616,-13,B,K,P
2024,2,41,Kansas City Royals,David Shields,55,LHP,2006-09-09,B-L,Miami (FL),,,2278000,4615144.50232792,2300000,2300000,Yes,0.009657594381035996,True,HS SR,No,Yes,17.85753424657534,14,B,G,Q
2024,2,42,Colorado Rockies,Jared Thomas,53,OF,2003-07-01,L-L,,Texas,Big 12,2224700,2071948.0764986475,2000000,2000000,Yes,-0.10100238234368679,False,4YR SO,No,Yes,21.052054794520547,11,B,K,Q
2024,2,43,Chicago White Sox,Caleb Bonemer,47,SS,2005-10-05,R-R,Virginia,,,2172800,3426211.5503238887,2997500,2997500,Yes,0.3795563328424153,True,HS SR,No,Yes,18.786301369863015,4,B,H,Q
2024,2,44,Washington Nationals,Luke Dickerson,67,SS,2005-08-09,R-R,Virginia,,,2122200,3346422.1981302267,3800000,3800000,Yes,0.7905946659127321,True,HS SR,No,Yes,18.942465753424656,23,B,H,Q
2024,2,45,Los Angeles Angels,Chris Cortez,107,RHP,2002-10-06,R-R,,Texas A&M,SEC,2072800,1947666.6957899889,1597500,1597500,Yes,-0.2293033577769201,False,4YR JR,No,Yes,21.786301369863015,62,B,K,R
2024,2,46,New York Mets,Jonathan Santucci,38,LHP,2002-12-28,L-L,,Duke,ACC,2031700,2174428.6837597624,2031700,2031700,Yes,0,False,4YR JR,No,Yes,21.55890410958904,-8,B,K,P
2024,2,47,Pittsburgh Pirates,Wyatt Sanford,34,SS,2005-11-24,L-R,Texas A&M,,,1984800,3193961.481398101,2497500,2497500,Yes,0.25831318016928656,True,HS SR,No,Yes,18.649315068493152,-13,B,H,P
2024,2,48,Cleveland Guardians,Jacob Cozart,43,C,2003-01-09,L-R,,NC State,ACC,1938800,2075002.3783400243,2050000,2050000,Yes,0.057355064988652775,False,4YR JR,No,Yes,21.526027397260275,-5,B,K,P
2024,2,49,Detroit Tigers,Owen Hall,75,RHP,2005-11-14,R-R,Vanderbilt,,,1893700,2986108.6215244606,1747500,1747500,Yes,-0.07720335850451497,True,HS SR,No,Yes,18.676712328767124,26,B,H,Q
2024,2,50,Boston Red Sox,Payton Tolle,70,LHP,2002-11-01,L-L,,TCU,Big 12,1846400,1719622.838336451,2000000,2000000,Yes,0.0831889081455806,False,4YR JR,No,Yes,21.715068493150685,20,B,K,Q
2024,2,51,Cincinnati Reds,Tyson Lewis,39,SS,2006-01-10,L-R,Arkansas,,,1804900,2904464.468850984,3047500,3047500,Yes,0.6884591944152031,True,HS SR,No,Yes,18.52054794520548,-12,B,H,P
2024,2,52,San Diego Padres,Boston Bateman,72,LHP,2005-09-20,R-L,LSU,,,1762500,2779223.977101369,2500000,2500000,Yes,0.41843971631205673,True,HS SR,No,Yes,18.827397260273973,20,B,H,Q
2024,2,53,New York Yankees,Bryce Cunningham,45,RHP,2002-12-20,R-R,,Vanderbilt,SEC,1721200,1842115.789972586,2297500,2297500,Yes,0.3348245410178945,False,4YR JR,No,Yes,21.58082191780822,-8,B,K,P
2024,2,54,Chicago Cubs,Cole Mathis,85,1B,2003-07-25,R-R,,Col. of Charleston,CAA,1681200,1776270.3096131017,1681200,1681200,Yes,0,False,4YR JR,No,Yes,20.986301369863014,31,B,J,Q
2024,2,55,Seattle Mariners,Ryan Sloan,26,RHP,2006-01-29,R-R,Wake Forest,,,1641800,2642002.1967751924,3000000,3000000,Yes,0.8272627603849434,True,HS SR,No,Yes,18.46849315068493,-29,B,H,P
2024,2,56,Miami Marlins,Carter Johnson,37,SS,2006-02-22,L-R,Alabama,,,1603400,2580208.504269304,2800000,2800000,Yes,0.7462891355868779,True,HS SR,No,Yes,18.4027397260274,-19,B,H,P
2024,2,57,Milwaukee Brewers,Bryce Meccage,58,RHP,2006-03-21,B-R,Virginia,,,1562100,2463220.297662439,2500000,2500000,Yes,0.6004097048844504,True,HS SR,No,Yes,18.328767123287673,1,B,H,Q
2024,2,58,Tampa Bay Rays,Emilien Pitre,166,2B,2002-10-04,L-R,,Kentucky,SEC,1525200,1433124.876697651,1522700,1522700,Yes,-0.0016391292945187516,False,4YR JR,No,Yes,21.791780821917808,108,B,K,R
2024,2,59,Toronto Blue Jays,Khal Stephen,99,RHP,2002-12-21,R-R,,Mississippi St.,SEC,1489000,1386762.5683941592,1116750,1116750,Yes,-0.25,False,4YR JR,No,Yes,21.578082191780823,40,B,K,Q
2024,2,60,Minnesota Twins,Billy Amick,32,3B,2002-11-04,R-R,,Tennessee,SEC,1453700,1555823.6834087546,1453700,1453700,Yes,0,False,4YR JR,No,Yes,21.706849315068492,-28,B,K,P
2024,2,61,Baltimore Orioles,Ethan Anderson,78,1B,2003-09-21,S-R,,Virginia,ACC,1418900,1499137.4865037056,1172500,1172500,Yes,-0.17365564874198322,False,4YR JR,No,Yes,20.827397260273973,17,B,J,Q
2024,2,62,Atlanta Braves,Carter Holton,57,LHP,2002-09-04,L-L,,Vanderbilt,SEC,1385000,1482297.4489379686,1347500,1347500,Yes,-0.02707581227436823,False,4YR JR,No,Yes,21.873972602739727,-5,B,K,P
2024,2,63,Philadelphia Phillies,Griffin Burkholder,49,OF,2005-08-30,R-R,West Virginia,,,1352000,2175652.923644817,2497500,2497500,Yes,0.8472633136094675,True,HS SR,No,Yes,18.884931506849316,-14,B,H,P
2024,2,64,Arizona Diamondbacks,Ivan Luciano,592,C,2006-11-24,L-R,Miami (Ohio),,,1319200,928680.0441569763,990000,990000,Yes,-0.2495451788963008,True,HS SR,No,Yes,17.649315068493152,528,B,G,R
2024,2,65,Texas Rangers,Dylan Dreiling,68,OF,2003-04-17,L-L,,Tennessee,SEC,1287600,1199191.056456897,1287600,1287600,Yes,0,False,4YR SO,No,Yes,21.257534246575343,3,B,K,Q
2024,2,66,Tampa Bay Rays,Tyler Bell,65,SS,2005-06-30,B-R,Kentucky,,,1260200,2770368.736002128,,,Yes,,True,HS SR,No,No,19.052054794520547,-1,B,I,P
2024,2,67,Milwaukee Brewers,Chris Levonas,69,RHP,2006-02-11,L-R,Wake Forest,,,1226800,1934497.5745293386,,,Yes,,True,HS SR,No,No,18.432876712328767,2,B,H,Q
2024,2,68,Chicago White Sox,Blake Larson,105,LHP,2006-02-17,L-L,TCU,,,1197200,1887822.3803607142,1397500,1397500,Yes,0.1673070497828266,True,HS SR,No,Yes,18.416438356164385,37,B,H,Q
2024,2,69,Minnesota Twins,Dasan Hill,61,LHP,2005-12-25,R-L,DBU,,,1168000,1879558.147054102,1997500,1997500,Yes,0.7101883561643836,True,HS SR,No,Yes,18.564383561643837,-8,B,H,P
2024,2,70,Milwaukee Brewers,Aiden May,80,RHP,2003-04-22,R-R,,Oregon St.,Pac-12,1139100,1060887.3348944169,900000,900000,Yes,-0.20990255464840663,False,4YR JR,No,Yes,21.243835616438357,10,B,K,Q
2024,2,71,Cincinnati Reds,Luke Holman,42,RHP,2003-01-06,R-R,,LSU,SEC,1110600,1188620.6114010888,997500,997500,Yes,-0.1018368449486764,False,4YR JR,No,Yes,21.534246575342465,-29,B,K,P
2024,2,72,Detroit Tigers,Ethan Scheifelbein,74,LHP,2006-04-11,L-L,UCLA,,,1093600,1724459.2007705288,1797500,1797500,Yes,0.6436539868324799,True,HS SR,No,Yes,18.27123287671233,2,B,H,Q
2024,2,73,Oakland Athletics,Gage Jump,64,LHP,2003-04-12,L-L,,LSU,SEC,1076900,1152553.1572283744,2000000,2000000,Yes,0.8571826539140125,False,4YR SO,No,Yes,21.27123287671233,-9,B,K,P
2024,2,74,Los Angeles Angels,Ryan Johnson,46,RHP,2002-08-05,S-R,,DBU,MVC,1060300,1134786.992858432,1747500,1747500,Yes,0.6481184570404602,False,4YR JR,No,Yes,21.956164383561642,-28,B,K,P
